Username,Text
@TheBryand123,"“Bonus Demografi Katanya? Realitanya Bonus Tekanan!”  Katanya: Generasi muda adalah harapan bangsa.  Faktanya: 12,21 juta pengangguran terbuka di Indonesia mayoritas usia produktif (BPS, 2024).  Lulusan sarjana nambah tiap tahun, tapi kerja sesuai jurusan? Cuma 20%-an.  Gaji UMR di banyak daerah nggak nyampe 3 juta, tapi harga sewa kos, listrik, BPJS, dan cicilan udah ngisep dari awal bulan.   Katanya: Anak muda Indonesia siap memimpin. Faktanya:  Ruang partisipasi dipenuhi “anak pejabat” dan “orang dalam.”  Anak muda kritis malah dicap “radikal” atau “bikin gaduh.”  Jadi aktivis = diawasi. Buka suara = diserang buzzer.   Katanya: Kita unggul di teknologi dan AI. Faktanya:  Jaringan internet di daerah masih banyak yang lemot kayak siput.  Sekolah di pelosok pakai kurikulum digital, tapi gadget pun gak punya.  Program pelatihan kerja? Banyak yang cuma formalitas, sertifikat numpuk, kerjaan tetap gak nyambung.  Bonus demografi itu bukan cuma angka. Itu beban di pundak anak muda. Kalau sistemnya masih bobrok, fasilitas setengah hati, dan kebijakan gak pro-rakyat… Ini bukan giliran kita. Ini giliran kita dibohongi"
@wisnu1019,Kerennn!!!! Likes dislikesnya lebih banyak dari viewsnya
@dimaspramartha4825,Bonus Demografi  Bonus dari Bapak  Bonus dari Paman
@ayikhitz2444,"Betul pemuda tidak takut tantangan tapi pemuda takut konstitusi, aturan, undang"" diubah seenaknya sendiri. Demi apa"
@ahmadrijalazizi907,Kesini buat dislike doang jangan geer.
@Dlyy_alomani,Makasih bg...berkat mu aku makin semangat buat belajar di luar negeri aja
@irenenugrahani8167,"Lebaran kemarin pas mudik, gua lepas foto wapres dari dinding rumah mak gue. Bikin puasa batal cuy.... Mau ngamuk aja bawaannya"
@samaranan5438,hasil cek persentase like dislike video ini per 21 April 2025: like 2.507  (8%) dislike 27.826  (92%)
@cibegh,Kira kira dibaca gak yah komentar komentar kita ini yg sangat mewakili sebahagian besar rakyat
@petualangtutorial7121,Beli sudah beli like guys pkek uang rakyat
@biestory,"Di 12 detik pertama aku pause, kesini bkn mau nomton cuma mau baca komen yang seru2..maaf cuma kepo komen doank"
@jokomotor1741,Sebuah tips :  1. Pause 2. Dislike  3. Baca komen   Semoga bermanfaat
@bebex9807,"mas gibran kok likenya pake bot sih, habis ngadu yah ke bapak"
@MuhammadRahman-si3qj,Wih likenya udh jdi 124rb aja wkwk. Siapa aja yg like itu?
@KataKakek92,Update Like vs Dislike : 123rb : 157rb  Update: Setelah 24 Jam : 124rb : 170rb
@jajandolan,Yuk rame2 tonton versi Ferry Irwandinya aja.. bahasa dan cara penyampaiannya malah lebih pantes jadi wapres dia
@salschier,ngomong yang penting  yang penting ngomong
@user-si3qq2to8v,"Kecilin audio, baca komen"
@Mas_Kris_Official,Jauhi Narkoba ya Gaes..... Narkoba bisa membuat kita menjadi PLONGA-PLONGO PERMANEN
@oktriadi2454,"lu saja jadi wakil presiden jalannya gak benar, sok kasih pencerahan pula sama anak muda, lu mendingan mundur deh biar Indonesia maju, makmur, adil dan beradab"
@jowildrift1657,"Untuk beliau wapres gibran, saya hanya menyarankan coba lihat videonya bang Ferry agar tau apa yang harus di revisi untuk negara kita ini"
@florennhiu,Beli like ya mas ?
@MD_ID1902,Kesini yg cuma mau disilike doang cung
@SintaSinta-k2e,Siapa disini yang sengaja stop videonya dan cuman baca baca komen
@walkerwalker8152,"Udah puluhan komentar yang saya baca. Semuanya bernada negatif. Dengan ratusan reply yang senada. Sepertinya masyarakat udah muak banget sama mas -mas satu ini.  Kalau nanti tiba2 ada banyak komen positif, percayalah itu adalah buzzer. Belasan jam tayang, hampir 100% komennya negatif semua"
@Muhammad.amirul_22,"""manusia tak akan kalah oleh Ai tapi manusia yang tidak menggunakan Ai akan kalah oleh manusia menggunakan Ai"" ini maksudnya gimana coba"
@KiriHiro371,> bikin animasi 5 tahun > gak dapat support atau funding dari pemerintah > pas rilis dicemooh AI Bros dan emak-emak agamis > Tiba-tiba di claim sama si paling AI > mfw
@qnoymalmsteen931,memang terbaik kau samsul.  dari yang terburuk
,"sehina apa kamu mas wapres sampe beli bot buat like... pasti ngadu ayah, huhuhu"
@HilmanKakashi,"Mana nih agency dislikers, tolong lah bantu lawan bot like ini"
@spacedeleteent,"bagus banget nih konten, kalau kalian punya gangguan insomnia nonton ini langsung tidur kok"
@m.syafiqromzi3313,Banyak anak SMA yang otaknya jauuuuhhhhhh berkualitas dari orang ini
@dyanizieushimawan,Kembalikan fufufafa kami!
@almer7582,"AI main dong ke kampus-kampus, biar kelihatan mana leader, mana dealer"
@irnsociety4739,"Video yang sangat bermanfaat patut diapresiasi  untuk saudara ""Ferry Irwandi"""
@JulioAlpino-n4t,Blo'on nya natural
@jelajahpasarnusantara1748,"Maaf mas wapres. Setiap janji kampanye yang anda gaungkan kelak akan di tagih rakyat entah dunia atau di akhirat. Contohnya 19jt lapangan kerja. Kenyataannya saya sampai saat ini nyari kerja juga susah. Ad syarat batas umur, syarat penampilan menarik, bisa kerja di bawah tekanan dan lain2.  Dan itu berlaku buat lulusan dr SMP sampai sarjana. Jangan bilang sarjana buat lapangan kerja yaa? Karena tidak semua orang punya uang lebih buat modal usaha. Dan tidak semua orang beruntung memiliki previlage seperti mas wapres. Sampai bapak, anak dan menantu juga jadi pejabat pemerintahan.  Jadi harapan saya, jika ingin rakyat kembali percaya maka mulailah merealisasikan semua janji kampanye anda satu per satu. Jangan manis di kampanye saja.   Mulailah sadar bahwa Indonesia itu sedang tidak baik2 saja. Korupsi di mana2, susahnya rakyat nyari lapangan kerja, banyak UMKM lesu dan gulung tikar, kriminalitas semakin meningkat, para pejabat hanya memperkaya diri sendiri tanpa mikir kesusahan rakyatnya.  Malu sudah merubah UU konstitusi tapi tidak bisa kerja dan tidak bisa merealisasikan janji kampanye.   Mending mundur terhormat dari pada nanggung dosa di akhirat."
@daffalow24,Likes nya pake bot pak?
@iqbalibrahim9341,"Bran, kalau lu liat jumlah dislike, komentar & tanggapan orang yang jauh dari kata positif.. mikir nggak sih ada yang salah dari itu? Sadar nggak kalau warga Indo sama lu  gak mengharapkan lu ada di posisi lu sekarang? Kalau lu masih mengganggap diri lu layak jadi seorang wapres dari negara ini, asli lu GILA bran  Lu gak lebih dari seorang anak muda yang cuman ngerasa punya sedikit kelebihan dengan sebagian besar rasa percaya diri hanya karena Bapak lu & circle disekitarnya, yang emang cuman modusnya oportunis. Lu sendiri tau kok kalau sebenernya masih banyak orang yang lebih layak, lebih cerdas, lebih punya akhlak, dan lebih punya malu untuk jadi seorang Wapres RI."
@daneliezer,"Kontribusi di film jumbo apa ? kok tiba"" bawa film Jumbo"
@yadeeey,"Bg km sadar kalo km pengambil keputusan kan?? WKWK.  We don't need all that ""motivation"" ur role is to make it happen.  Edit: I mean like, so what? Terus apa? Isi video ini cuman informasi faktual terkini dalam 1 bulan ke belakang dan statement normatif ""kita harus bersama"".  We know that. Pertanyaannya sekarang kan adalah apa yang pemerintah lakukan untuk menyambut itu? Pake AI? Sejauh apa? Caranya gimana? Rolenya sebagai apa? Builder kah? Researcher kah? Atau lagi² cuman pemakai kah?  KPInya gimana buat memberdayakan AI? Untuk bisa memberdayakan, kita perlu apa? Gimana cara kita memenuhi parameter sebelum mencapai pemberdayaan AI? Dananya berapa? Mekanisme penyalurannya gimana?  Peran Anda itu menjawab pertanyaan tadi. Anda ini pengambil keputusan, bukan pembawa berita.  Sekian."
@lutviantosonny,KITA disini Siapa ya...........
@YuMa_HizE,Jirrr like 100k  Buzzer nya langsung dikerahkan
@syawaaqillarendrafirmansya5791,4:14 Bung tadi anda membahas tentang Film Jumbo & sekarang membahas tentang AI? Anda ini lagi membahas apa bung?
@BoeboeBoeboe-gb8ee,SALAM 19 JUTA LAPANGAN KERJA BARU. 1 AJA DI CARIIN SAMA BAPAKNYA.
@SukhoyOriflakes,Bran.. Boleh ga kalo ngomong mukanya pakai topeng saja..  Biar yang nonton bisa betah..  Tapi dengar suaranya saja sudah polusi..
@genxsykes9913,"Nonton ini, malah setelah nonton videonya Bang Ferri Irwandi Ada yang sama?? ️"
@faibadbunny,"Kosong adalah isi, isi adalah kosong"
@miftahulhakim3376,"Gua masih nggak bisa maafin bapak yang gembar gembor nyuarain AI yang bikin artist indonesia cabut dan nggak ingin survive di negaranya sendiri. yang gimana nggak cabut, industri kreatif indonesia aja belum berkembang malah dikapak ama wapresnya yang lebih mendukung AI sama juga komdigi. gua masih ngarep pemerintah lebih memperhatikan industri kreatif indonesia"
@idnofri,Akunnya ngk di monet bg?
@Cihuys665,Pake AI aja mas videonya daripada nyolong konsep video pak ferry yang notabene oposisi yang suka kritik pemerintah
@pak_ustadz,"Sumpah,,,, komentar para-para netizen sangat menginspirasi."
@user-nt1xk9dh6s,klw ngantuk tidur bro dari pada ngaur
@DebbyIrawan-x8q,"Kalo beli view dan like, blm sehari juga lgs dapet jutaan...."
@pakdochannel1811,mas gibran hebat bgt seharusnya jadi ketua karang taruna
@satriyopuspito6172,"Pansos? Semua dipolitisasi.. film jumbo, u17 itu prestasi mereka.. bukan kontribusi anda"
@mrniceperson_,"Woooo yakali dari 6.000 like ke 100.000 dalam waktu satu hari, beli dimana?"
@athenaadhisty9035,"Gara"" netizen, Gibran Ampe beli Like"
@irwanhidayat7289,Beraninya sama SMP ke bawah.. Padahal ditunggu di kampus-kampus
@mamanracing201m,"Buka video, pause, baca komen, bahagia.   Edit: lupa nulis dislike wkwk"
@youtube7959,PARA BUZZER SEDANG BEKERJA KERAS DI VIDEO INI WKWKW
@alifaais8289,Ngeditnyaa make cap cut
@tomodachidisco,Kesini cuma mau baca komen buat cari hiburan wkwkwk
@popspro2357,Aura kosongnya sangat terpancar
@abaturis,Gibran ini manifestasi muda tapi tak tau malu. Bonus malu-maluin.
@SekarepBae,Knapa banyak dislikenya
@djanejonelcapone0912,"bikin naskahnya pake apa, pak?"
@beniahmads1375,Bisa di blur dan di mute ga cog..
@WMulanBTN,"masih berani keluar ya nih orang, gpunya malu cok. sok sok ngasih harapan ke rakyat, keluarga lu noh benerin, ijasah bapak masih dipertanyakan, ipk anak cmn 2,... sekian, kerjaan cmn kunjungan dan beraninya cmn di sd smp sma doang, kampus noh ajak debat"
@ApaAjaStory,Kosong kosong..mlh lbh tertarik baca komen para netizen
@IbanBooming,"ISI ADALAH KOSONG, KOSONG ADALAH ISI"
@NURULSAHRUL-s3y,"yang like mulai nambah jadi 44 rb, Buzzer sudah beraksiiii............. BTW yang Dislike 110 rb"
@iqbalibnuhajar4945,Seekor keledai sedang mengajarkan harimau untuk berburu
@baguskadeindrawan759,Ge nnton x4 tetep ngantuk
@lailarofida490,Bonus demografi harus ditanam mulai sekarang Lha skrg saja tidak menanam SDM yg unggul Bonus demografinya dari mana?
@장화현,"Gibran yang mulia, bapak ini tahu apa?"
@ajis703,BONUS Demografi klo ga ada investor nya mau ngapain? Mancing? Nyari kerja aja susah. Terus yakin Bonus Demografi kita siap dari segi SDM nya?? Biaya kuliah aja super Mahal
@skydstar1233,Di paksa naik kelas...tapi apa daya
@rashid_game,Absolute Cinema Coyy
@danieldymazz6503,maju terus Gib... anda memang
@soerjadisoerjatmojo2265,Gedabrus....
@susantihouse155,"izin pak wapres , jika Indonesia sedang tidak baik baik saja , mohon di ajari persiapan akan krisis , jangan malah di tipu di blg aman."
@bixchrun,"Bang, itu 208 juta usia produktif, menurut gw malah bisa jadi boomerang apalagi Indonesia ini negara berkembang. Lapangan kerja aja cuma sedikit, apa ga makin banyak yang nganggur itu?"
@biyanananda9252,"Yg dibahas AI mulu bran, Sembako noh dipikirkan, pendidikan dan kesehatan itu pondasi utama dalam membangun negara."
@rianaindriati7376,Baru 7 hari udh sejuta kali ditonton ntar klo sebulan mungkin lumayan
@r4y628,Udah yapping nya bang???
@dedesupriadi226,Gelappp
@Sentinelprimee,Udah saya dislike fufufafa ngomong apaan gada isinya
@alhidayahpaoklombok,Beli views dimana bang?
@adenubaid4577,Arek iki sakjane bakat main teater
@muhammadabdullatif8444,"Mending jadi yutuber pak,daripada wapres."
@fauzirusyda8332,"Baca script doang, sisanya digendong editor mana script nya punya makna kosong. Pakai tuh AI yang lu koar-koar kan buat script nya. Pantesan video lu tertinggal dan banyak disilike. Pasti karena nggak pakai AI."
@aguswidjiantoro9428,Likenya beli dimana?
@Sapappni,"Biarpun bnyk yg menghujat, saya salah satu pemilih setia yang sedikit membantu mengantarkan anda menjadi wapres,  tetap semangat mas wapres... Saatnya yang muda tampil di depan keluar dari kebiasaan dahulu yg mayoritas politikus adalah org yg sudah berusia...  Sampai kapanpun saya akan selalu bisa melihat ketulusan anda"
@MrYoperdi,"Aku fokus soal demografis timnas muda.. Itu oke sih timnas muda tembus piala dunia.. Namun liat timnas senior dipenuhi naturalisasi.. Kamu fokus ke poin keberhasilan timnas muda. Namun ketika di timnas senior..kamu harus bersaing dengan pemain naturalisasi.liat saja terakhir pemain lokal Indonesia cuman kurang dari 5 orang. Artinya generasi muda mu sia2 ketika berada di puncak kedewasaan..mengapa begitu? Karena tidak ada pengembangan bakat, pengembangan sdm/ pola pikir, pemberian fasilitas, pencarian bakat dari bawah sampai atas, stop diskriminasi, stop nepotisme, stop politik dalam sepakbola, stop pengaturan skor..pembenahan ini tidak dimulai dari generasi muda. Tapi dari generasi tua untuk generasi muda."
@RendyArliando,Jangan ketik like yg gambar jempol nya kebawah wkwkw
@DenitaRamadhani-qv9rs,Maaf Numpang lewat sy lebih suka baca yg komen daripada dengerin pidato mas wapres
@Werkudoro99,"Kyk org pintar ya...pas live ditanya, mas wapres gmn cara untuk menstabilkan harga pangan...tengok kanan tengok kiri nyengir...tapi gak bs jwb"
@Moon-07meo,Tegang amat mukelu bro
@okyoffical_regar4132,Inikah wapres kita
@Shigeamat,Gw nobatkan elu wapres terampas sepanjang sejarah indonesia berdiri.
@miarinawati384,Imagine talking about ‘bonus demografi’ while landing a job thanks to daddy. The irony’s unreal
@moo13ish,"Wowo - gibran be like :  salah sendiri pilih kita, makan tuh gemoy asam sulfat."
@luqmanasyari1042,Setelah nonton bang Ferry .. trus pindah sini rasanya ngakak
@kangbibit9371,"Bonus demografi, hanya berarti jika generasi muda yang terlahir, mendapatkan kesempatan belajar, bekerja dan mendapatkan kesempatan terbaik dengan didukung oleh faktor2 yang menunjang.  Tapi faktor pendukungl itu tidak tersedia, maka bonus demografi hanya akan menimbulkan permasalahan baru dan beban biaya biaya baru.  Yang ujung2nya negara lain lah yang akan menikmatinya, sebagai wilayah pasar yang besar, dan penyedia pekerja murah."
@EzzaAja-b3n,Autolike  pantesan 58%
@ArdhiaBae,Ngopii ae renee boss
@zaclip8325,Editornya
@shinramyun19,Sedih punya wakil presiden kek gini :(
@Justicia99-u2g,"Hahhaha ngomong apa toh mass, ayo bagi-bagi sembako aja biar lebih keren"
@vianwidodo1662,"please netizen udh dong komentarnya, gw capek ngelike in"
@hotskin.no7,Ini liputan 6 pentang kah?
@bixchrun,"Buat yang kepo, dislikenya 168.140 untuk sekarang"
@Bajasatria1881,Hanya membaca teks... Setara dengan anak SMP membaca Editorial sebuah Surat Kabar Nadional.
@ahqidtyaspambudi5150,Komen ah biar kek yang lain... mundur wae mas mas marai isin
@dorian0902,"Ehh seriusss woyy gua baru liat vidio ini kok udah ngelike video ini ya apa akun gua dijadiin bot like, sumpah gua kaget baru liat kok udah ke like vidionyaa"
@Iwan_ariff,"Kalo lu percaya anak muda Indonesia tidak takut tantangan, kenapa lu di suapin kerjaan sama bokap lu. !! Mending kalo bisa kerja"
@mumujati9293,NARASI NA COCOKNA KEUR PEMBAWA BERITA IEU MAH BRAAAAAAN...WOY BRAAAAAN...NGADENGE TEU MANEEEH...!!!!
@impetushhh,mending unboxing mini action figure naruto mas fufu
@AgusMindus-o6o,Gassssss mas gibran
@Maulana-hs6dw,Kesini cuma like komen negarif
@Jocelyntessa,"KATA GUE STOP MEMUJA AI. KALAU LU MEMANG PAHAM TENTANG POTENSI ANAK BANGSA, DAN KARYA MEREKA."
@mobelejen-t8z,halo pra bazer
@theonlybow5130,"Ok, now that we know tntg bonus demografi, what're u gonna do abt it mr vice P? menurutku ni ya, daripada ngomongin bonus demografi jadinya apa, kedepannya jadi sukses, etc, bukankah akan lebih baik jika anda talk about how can u help or boost the demographic bonus effect for the young generations, talk about your ideas ""saya akan gini gini kan generasi anak muda agar bonus demografi kita mencapai potensial penuhnya"" lalu biarkan orang di youtube menilai jika ide anda bagus atau tidaknya. atau mungkin membahas solusi anda tentang ekonomi sekarang yang sedang dihadapi negara lalu meminta penilaian terhadap solusi anda lewat warga masyarakat yang ada di youtube selain orang pejabat, atleast give the people a chance to place their value on your solutions and acknowledge why would they disagree, if their disagreement is counterable, then explain why they might want to agree, if not then there's somethin wrong with the solution.  i mean no offense, as a young generation i wanted to contribute to my country as well and i think it would be far better to fix current economy issues rather than yapping about the future, cuz we all know dream without action is sh8"
@Arkaabrial,Cape bnget denger nya
@petugasrakyatindo,Mantab Mas Wapres Lanjutkan...
@donnaarifin7393,Lets go Indonesia Emas
@azmizenzor,Bonusnya tambahin lagi mas.. Bonus Naturalisasi..
@hendramulnandar2265,Karena memang kelihatan yang mana anak muda yang memang mewakili anak muda dengan anak muda yang hanya mewakili keluarga nya...
@dyttowibisono,Wapresnya memang harus diganti
@nahrowirowi4578,Kalau pemerintah gak turun tangan menyelesaikan masalah lapangan pekerjaan. Bonus demografi hanyalah sebuah bencana.
@DANVIPURNAMA,"pajak kita dipake bayar bot gaes, gila jir"
@WarungQinaya,"Gua lebih tertarik baca komentar"" di sini dari pada nonton videonya. Woiii...gua butuhnya lapangan kerja."
@mintanaka1008,"Mau uji nyali nonton ini, sampe harus bismillah berkali² Sampe rajin berdzikir gua, astagfirull aja sampe gak kehitung Makasih karena bikin gua jadi berani ngedislike ini vido"
@queenalifah7520,Memecahkan rekor dunia puluhan ribu dislike
@kevinandriyan2079,Bot like habis brp itu ??
@jalankenangancanel238,uwis uwis maz . . .
@herz_0508,"Pajak gw dipake buat beli bot like tai, dari  hal sekecil ini aja ga jujur gmana mau menata indonesia"
@NabilCahyadi-x9n,Genius
@theresia3571,"Salah platform pak Wapres, audience Anda di tiktok yg suka joget2"
@miftahfaried5622,"""Indonesia dibangun puluhan tahun"" tapi dihancurkan hanya dalam beberapa tahun"
@SigitAhmad1213,Kawan kawan bagusnya kala kritik tajam sampai memaki jangan make akun asli atau yang ada mukanya bahaya bisa dicari
@yuni3930,Capeee nglike in komen
@asrimiko3957,1. Pause video 2. Unlike video 3. Buka komentar 4. Tulis komentat 5. Like komentar  Begitulah kira kira yg netizen lakukan disini
@Mrbarrymali,Dia sudah berhasil mengerahkan buzzer untuk like postingan ini.
@AntoMADDEN,Titip salam buat Paman MK yg Baik Hati
@ravenxu7210,"Kok dislike nya di hidden sih?  kalo dislike di umpetin, kalo like di show."
@muhamadsaefudinn4121,Lagi buat tugas kuliah bang?
@AgusMindus-o6o,GAS MAS
@Notthatbad474,Mas Fufufafa gak diusut? Kok bisa ya segitunya ngehina pak Prabowo tp anyep
@dianadd456,Semua itu ada karena lemari es yang memunculkan suatu awan kinton dan mengakibatkan sebuah pos ronda menjadi coklat silverqueen yang akan terakumulasi sedikit demi banyak untuk kemaslahatan kucing sedunia karena ipin upin pun sebenarnya setuju bahwa bumi ini bulat
@DianPutra-k9r,Maap saya dari thailand..dia siapa ya...
@daudjoesoef1782,BASI..10 TAHUN LALU AHOK SUDAH BICARA BONUS DEMOGRAFI..SEKARANG EKONOMI SAMA AJA. ENTE..SAMSUL SUKATRO NGOMONG BONUS DEMOGRAFI..PRET...
@hamamiwahyuqari2711,Wapres jalur orang dalam
@yoissao,sure buddy
@7oyRiDe_,Siapa sih ni malah muncul di yt recommend. Biasanya yg muncul mukbang & vlog traveler malah wayang angsa yg nongol.
@fahimmoe9438,"Memang wakil presiden kita ini luar biasa, setelah 10 detik nonton tanpa saya sadari mencet dislike, tingkatkan pak wapres 🫡"
@abdulrobi5430,We wok the tok...tok the tokkk...aukkkkkkkk
@mulnyoto2789,Mampir cmn pengin scroll commenan saja ..benar2 plot twist
@kalisagungagung3604,Stock cucakrawa masih gk boss
@hanaharbarber8860,Komen judoi sampe gak keliatan
@berbagisuaraaksara,Ngapalin teks brp lama bro?
@willyperkasa1916,Mas korupsinya kapan di berantas? Bosen nunggu
@lifeafterwork_62,GW KEMARI CUMA PENGEN LIAT COMMENT” KOCAK
@izilsyifa6695,Kosong dua
@waifu_wonderland,pak untuk next video aku daftar jadi buzzer boleh yah
@ratnakomala2042,Punya malu kenapa sedikiiiit ajaaa...   nol koma dech punya rasa maluuu..
@hendiw8695,Lumayan suntikan like nya.. habis budget berapa tuh
@chikeletta,kira kira naskahnya pake ai nggak yaa
@mirthadinata4512,Minimal malu mas
@ganjaramdani,Kok gak bisa lihat dislike nya
@mohammad9422,Nontonnya malah ketawa
@ZolaXman,"Jngn hanya bisanya monolog doang gibran!!! Ngomong bonus demografi tapi pengangguran Indonesia tahun 2025 saja masih  4,7 jt. Jng kerj saja skr ciptakan buka peluang kerja SATA INI HARI INI BULAN INI TAHUN INI BERAPA BANYAK PENGGURAN. baru 2 ini beberpa perushaan PKH apa kinerjamu???? PHK, pengangguran, Outsourcing, preman semua merajalela. Jng bicara bonus demografi tapi aap yg skr sdh dikerjakan buat menangani membuka peluang kerja buat rakyat Indonesia???!!!!!!!!!!! Cuap cuap doang kerja buktikan"
@hilalaltamuz9693,Baru kali ini ada wapres dihujat abis abisan
@mifthahmuhammad,"Mantap punya wapres berkulit badak. Dihina tidak tumbang, dipuji tidak mungkin"
@marianoordaniswari9607,"Tolong dong asisten nya gibran kl branding gibran lebih pintar...., ngomong pake text anak tk bisa itu,   ber monolog  anak tk pun bisa.., coba dong asisten  gibran bawa dia ke sekolah sma atau  kampus buat  berdialog dgn GEN- Z"
@azwaranas3014,Sesuatu yg di paksakan maka akan terlihat sangat jelas
@manwhocantbemoved93,Wapres yng pake uang huat boost postnya
@yugoabdullah9322,"Kalau diliat dari video2 yutupnya banyak yg dislike dan komen hate, tp kenapa waktu pilpres kemarin menang yaa?"
@PutraSeptian-e8o,UANG PAJAK DIPAKAI BUAT BELI LIKE KAWAN
@aqshal_ridzki76,Gantiin aja nih pake ai
@BorsaPro-z3v,Book like dan vieww.
@sigitwidi,Eluuu jg ga d Carikan loker SM Bpk cm JD rakyat jelata. Baca by from text bkn hasil pemikiran real dr isi kepala
@dionle1338,Sa are admin tau2 banyak like wkwkwk
@BungaMekar-i5s,Sy cuma masuk buat kasih jempol ke bawah.
@prokontraindonesiaku1473,Pilihan siapa nih? Ko k bisa jd wapres?
@abdulrozak9819,58 % diam semua..gini amat pilihanku...atau masih belom sadar
@noralucaxx,knp ya... gbisa dislike lebih dari 1x
@Muzrooof.a,Berapa Harga kalo kita beli like di YouTube?
@dwx9327,Lu youtuber bang?
@hendrianrheza352,Kesini cuma mau ngasih
@Jurnalismuda169,Saya ada dimana ini
@AyaSukma,"aku inget banget temanku bilang pilih prabowo dan ghibran karena gemoy dan ikut tiktok setelahnya dia gapeduli mau gimana dan juga temanku yang sekolah dibandung, murid bully gurunya karena ketahuan pilih selain 02, temanku juga termasuk , dia pilih 02 Karena gamau ribet gamau dikucilkan, itu beneran satu sekolah. dan temenku yang anak hukum, dia nge wanti wanti klo prabowo ghibran ke pilih, mungkin tragedi 98 masa orba bakal keulang dan sekarang kakak aku buka les untuk anak2 dikampung, dan aku baru tahu bener2 anak SD kelas 5 tau 6 ada yang belum lancar baca. ayoo terus bersuara even dikomentar please jangan diem please...."
@gogonzyoi8707,ANJAY BELI LIKE
@plenguk630,"Fufufafa urat malu mu memang bner2 udah putus,,"
@Anita-cz5rl,Like nya tiba2 banyak
@mohdsyafiq2133,sangat menginspirasi anak2 muda yg lagi usaha cari ordal
@codersindonesia,Ini kali ya yg disebut kosong adalah isi
@WataruXHongHong,Video kocak
@TirtaNugraha-ib1eh,"Bangsa ini dimasa lalu dijajah bangsa eropa, karena membudayakan feodalisme. Selama feodalisme masih terpelihara, hanya ada Indonesia cemas untuk kami."
@afifahfauziah6561,"Dateng kesini bukan mau dengerin fufufafa, cuma mau numpang ngakak baca komen2 netizen"
@nasrimulyadi857,Aku pengen lihat dislikenya kok gak ada lg ya Koment banyak yg gk suka daripada yg suka kok bisa jadi wpres ya Sakti memang bapak mulyon O
@Zatsyn,"serius nanya, apakah ngonten utub gajinya lebih gede dari jadi wapres?"
@sauqi6993,Lyric written by tim sukses
@hernandaizharradifan7510,"Wis bran wis, bapak isin"
@araflyzakiradjagaoe2198,Likes Nya pembohong publik jir
@jokobro790,Muak bikin mual.
@The_Jawak,semua menghujat jelas ada yg salah BESAR disini
@dwiikhwan,Iyain dah
@suryadarmas3184,Gw jamin yg like buzzer smw
@rasyidridho1858,Generasi muda tidak melanggar etika dan moral mas
@noordv8691,Pa loker pa
@TujuhRatus-w1j,Bonus demografi adalah pemuda kek gini??? Ogah banget dah  Napa angka dislike nya ga muncul yaaaa??
@nurcholisninda226,Mas baiknya minum kopi dulu atau jangan begadang biar ga ngantuk
@NoeyGallagher,ngantuk
@AdyBinHusin,Minimal mandi dulu  Baru bangun udah maen youtube aje lu bran
@andrin3336,Kapan di ganti wapres kita??
@pastryisparty,Mau dicariin kerja sama Bapak juga :(
@Dantrian_3,Ketauan pakai jasa buzzer
@lalute9905,fun fact. AI msih lebih berguna bagi rakyat ketimbang dia..
@boriskameldi8384,Ketawa aja...
@andrifazaseptama4269,Si planga plongo beli like
@sheesh-s3n,Apa yang blud bicarakan
@Filmkemasan,The real wapres lala lolo
@penjagabumi,sejarah konstitusi yang akan selalu dikenang sepanjang sejarah...
@kang_4736,Cipung juga bisa bikin kiat sukses bnyak uang sejak dini
@caesar_bm,"Nek meng moco prompter terus diupload nengnyutub akeh seng iso mas bro, bedane ora due pklek neng mk & bapak presiden wae"
@detektifgadungan3164,nyari komen positif sampe bawah ga nemu nyari komen judol sampe bawah ga nemu carii dong bang
@hristomikelf1645,kenapa dislike nya dihide?
@masukik4084,Mas martabak satu. Bungkus.
@aleahmad9809,Mampir kesini cuma liat komen doang
@nugrossphotography6193,Kosongnya Natural ga dibuat2
@BejoMuhadie,"171k dislikes and still counting, ayo buzzer lebih semangat lagi ya"
@dogefather1783,"Arah Matanya ke sudut kanan terus,  Gmana sih pemilihnya dulu bisa bisanya dapet wapres begini"
@dewinyalandri2503,Sampeyan dan keluarga po gak nduwe isin blas tho mas?
@shoviaalmira9,"Kesini cuman pingin liat komentar netizen,,,,,"
@pastryisparty,"""Era baru animasi Indonesia""  Tp masih bikin animasi pake AI:("
@a.like99,Mohon maaf nih tapi ko menurut aku apa yang di bahas di sini gak jadi daging ya
@wisnualisetiawan4158,jadi film jumbo masih kalah sama animasi MBG?
@efgamers71,Bro sedang mencoba brani tidak disukai.
@Yildirim01-k1o,Beli like dimana nich
@kongguan-dd5tz,beli like skelas wapres sampah lu wapres gak guna
@emariaHutagaol,Antara ekspresi dan kalimat yg diucapkan tidak singkron. Alias tidak paham dgn apa yg diucapkan. Hanya sebatas hafalan utk pencitraan.
@Mariamsofia123,Banyak2in mas main di medsos. Biar kita bisa nyalurin uneg uneg kita tentang kinerja anda yg gitu gitu aja. Mundur teratur
@FrezaAhmadZein,"Ga nonton, cuman mau dislike."
@ranggawe9586,"Sekelas presiden saja masih mencarikan pekerjaan buat anaknya, itupun harus lewat ordal buat aturan baru agar calon yg lain terjegal. Apalagi rakyat biasa, cm bisa pasrah dicekoki bansos merenungi nasib"
@rizkimahindra7108,Jangan monolog dong
@anggararezaadityaputra8604,POSITIF
